ledger,date,clustering,exclude_contract_addresses,top_limit_type,top_limit_value,exclude_below_fees,exclude_below_usd_cent,hhi,shannon_entropy,gini,total_entities,tau=0.33,tau=0.5,tau=0.66,mpr,theil
cardano,2022-09-01,False,False,absolute,100,False,False,581.6275634690484,5.04126831852443,0.7211375493278757,100,4,8,12,0.176151819542467,1.1108292645567055
cardano,2022-10-01,False,False,absolute,100,False,False,569.6549905178849,5.0526042714994785,0.7195682761410822,100,4,8,12,0.1718049923402795,1.102971780713091
cardano,2022-11-01,False,False,absolute,100,False,False,554.5622480839631,5.0776212924738955,0.7160753607952823,100,4,8,12,0.1672792197963444,1.085631303158661
cardano,2022-12-01,False,False,absolute,100,False,False,532.348522105989,5.115206187969972,0.7106886222961256,100,4,8,12,0.1601039437736642,1.059579438813922
cardano,2023-01-01,False,False,absolute,100,False,False,520.0094376499452,5.1338122517085045,0.7087237273671405,100,4,8,13,0.1561593610584311,1.046682698192237
cardano,2023-02-01,False,False,absolute,100,False,False,505.3701162959619,5.153343451389708,0.7066763996991599,100,4,8,13,0.1509575826312342,1.0331447022002584
cardano,2023-03-01,False,False,absolute,100,False,False,493.7003777596963,5.156852428149148,0.7074162367740209,100,4,8,13,0.14393378498095,1.0307124648528017
dogecoin,2015-01-01,False,False,absolute,100,False,False,912.699674213165,4.952071077526088,0.6457685256330222,100,2,5,14,0.2422604538936871,1.1726560806684323
dogecoin,2015-02-01,False,False,absolute,100,False,False,916.5224023139524,4.96581266257555,0.6385840590532259,100,2,4,15,0.2432649592527818,1.1631311397349735
dogecoin,2015-03-01,False,False,absolute,100,False,False,1188.5277191680873,4.694252086936423,0.6683399954791563,100,2,3,12,0.2973933333774376,1.351362587090473
dogecoin,2015-04-01,False,False,absolute,100,False,False,1172.0781793280323,4.753782204176522,0.6559888101046606,100,2,3,13,0.2995515815029252,1.310099454167096
dogecoin,2015-05-01,False,False,absolute,100,False,False,1123.5017320125423,4.904123808434975,0.6293973372484448,100,2,5,17,0.3006342206526808,1.2058905950544898
dogecoin,2015-06-01,False,False,absolute,100,False,False,1422.0091418790428,4.6575015369665795,0.6508851156811009,100,1,3,14,0.3483371052170235,1.3768361271860947
dogecoin,2015-07-01,False,False,absolute,100,False,False,1639.0353463460954,4.564123695465653,0.6416712440199178,100,1,2,16,0.3816407471257484,1.4415607147492366
dogecoin,2015-08-01,False,False,absolute,100,False,False,1611.5371824378992,4.585518907176795,0.6410502875467045,100,1,3,16,0.3782429194807957,1.4267306840741738
dogecoin,2015-09-01,False,False,absolute,100,False,False,1854.7735182713072,4.40372882954424,0.6621888203382698,100,1,2,14,0.4108165818172483,1.5527379638389558
